result_id,event_title,edition,edition_id,sport,sport_url,result_date,result_location,result_participants,result_format,result_detail,result_description
22246,"Bantamweight (≤54 kilograms), Men",1948 Summer Olympics,12,Boxing,/editions/12/sports/BOX,7 – 13 August 1948,"Empress Hall, Earls Court Exhibition Centre, Kensington, London / Wembley Arena, Wembley, London",30 from 30 countries,Single elimination tournament.,na,"Arnoldo Pares of Argentina was considered by many as the favourite, having lost just five of his 195 amateur bouts. Future world professional champion, Vic Toweel of South Africa, lost to Pares in the opening match, but Pares was not to match the achievements of his flyweight and heavyweight team-mates and was defeated by Australia’s Jimmy Carruthers in the second round. Carruthers was unfortunate to sustain an eye injury in that match and had to withdraw from the tournament.
The beneficiary of Carruthers’ misfortune was the Hungarian boxer Tibor Csik and he proved able to maximize his opportunity. The Hungarian used his speed and mobility to outscore Italy’s Gianni Zuddas in the final.
Csik left Hungary and lived in Australia until his death in 1976. Juan Venegas became the first Puerto Rican to stand on the Olympic podium when he defeated his Spanish opponent in the bronze medal match.
In 1950, Vic Towell became the first South African to hold a universally recognised world professional title after defeating Manuel Ortiz. After four defences, he lost to Jimmy Carruthers on a first round knockout in a bout refereed by 1924 Olympic bantamweight champion, Willy Smith. Carruthers had an unusual ally helping him to weigh inside the bantamweight limit – after his retirement he was found to have been carrying a 30 foot long tapeworm inside him.
"
159415,"Coxless Fours, Men",1996 Summer Olympics,24,Rowing,/editions/24/sports/ROW,21 – 27 July 1996,"Lake Sidney Lanier, Gainesville, Georgia",56 from 14 countries,na,na,"Australia was the defending Olympic champion in the men’s coxless fours and sent three members of its victorious lineup, Mike McKay, Nick Green, and James Tomkins, to the 1996 Summer Olympics, augmented by Drew Ginn. The Australians were likely to face a strong challenge from Italy, however, whose delegation of Valter Molea, Riccardo Dei Rossi, Raffaello Leonardo, and Carlo Mornati had won the event at the last two editions of the World Championships. France, represented in Atlanta by Gilles Bosquet, Daniel Fauché, Bertrand Vecten, and Olivier Moncelet, were the 1993 World Champions and the 1994 runners-up.
The opening heats, and the three fastest times, went to Italy, Great Britain, and Australia in that order. The British crew, Rupert Obholzer, Tim Foster, and brothers Jonny and Greg Searle, were the 1995 World runners-up and the 1994 bronze medalists, while the Searle siblings had taken Olympic gold in the coxed pairs in 1992. They won their semi-final heat with ease, as France, Italy, and Australia all faced each other in the other one. This race seemed to promise an exciting final, with only 0.37 separating them at the finish line and only 0.04 seconds between first-place France and runner-up Italy. The medal round was a little more spread out, however, although the podium finishers were all still within one second of each other. Australia, the gold medalist, had the most leeway, while France and Great Britain battled to the line for silver, which the former won by only 0.25 seconds. Even for bronze, however, the British could not relax, for the Slovenians were on their tail and missed the podium by only 0.59 seconds. Italy, meanwhile, seemed to have tired and finished sixth and last.
"
155088,"Individual Pursuit, 4,000 metres, Men",2004 Summer Olympics,26,Cycling Track,/editions/26/sports/CTR,20 – 21 August 2004,"Olympiako Podilatodromio, Olympiako Athletiko Kentro Athinon Spiros Loues, Maroussi",15 from 11 countries,na,na,"The competition format of the individual pursuit had changed since the last Olympics, dropping the semi-finals, a change which had also been made recent World Championships. The 17 starters rode a qualifying round against the clock, with the eight fastest finishers advancing to an elimination round of four heats. The two fastest winners in the elimination round competed in a gold medal race, while the two slowest winners in the elimination round competed in a bronze medal race. Places 5-8 were determined by the times of the losing riders in the elimination round. The last three World Champions had been Bradley McGee (AUS-2002), Bradley Wiggins (GBR-2003), and Sergi Escobar (ESP-2004). They all made it thru qualifying and were three of the winners of the elimination round, joined in the medal matches by Rob Hayles (GBR), fourth at the 2000 Olympics. The gold medal race matched the Bradleys, McGee against Wiggins, with Wiggins winning by over four seconds. In the bronze medal race, Escobar relegated Hayles to a second consecutive, disconcerting fourth-place finish.
"
31969,"Basketball, Men",1952 Summer Olympics,13,Basketball,/editions/13/sports/BKB,14 July –  2 August 1952,"Messuhalli II, Helsinki / Tennispalatsi, Helsinki",294 from 23 countries,Round-robin pools advanced teams to classification matches.,na,"In 1950, FIBA introduced the World Championships, and the first championship was won by Argentina, defeating the United States, which finished second. It was quite an upset, made more so by the fact that Argentina was not considered the best team in South America, that being Uruguay, which had won the South American Championships in 1947 and 1949.  American dominance was also threatened by the presence of the Soviet Union, which competed in the Olympics for the first time in 1952. They had been European Champions in 1947 and 1951, not competing in 1949, when the title was oddly won by Egypt.
The US team was made up of seven players from the NCAA Champions, the University of Kansas, five players from the Peoria Caterpillar team, which won the final US Trials, and two players from the Phillips Petroleum team. The star of the US team was the 7-foot center from the Phillips team, Bob Kurland, who was responsible for the rules being changed to prevent goaltending, and the enlargement of the lane from 6 feet to 12 feet. He was assisted by Clyde Lovellette of the University of Kansas. Lovellette had a long NBA career and became the first player ever to play on NCAA, Olympic, and NBA Champion teams.
In the semi-final pools, the USA played the Soviet Union and dispatched them easily, 86-58. But they met again in the finals, and the USSR responded by stalling to hold down the score. The score was only 17-15 at halftime, but the USA pulled away in the second half to win 36-25.
"
1349,"Downhill, Women1",1984 Winter Olympics,42,Alpine Skiing,/editions/42/sports/ALP,16 February 1984 — 10:30,Jahorina (Olympia),32 from 13 countries,na,SUI,"After Annemarie Moser-Pröll had retired in 1980, and Marie-Theres Nadig followed her in 1982, no woman had dominated downhill skiing, leaving the 1984 Olympic downhill with no clear favorite. Switzerland’s Maria Walliser was having the best year and would win the 1984 World Cup downhill title. She had a young teammate, Michela Figini, who was only 17, but had already moved up into the seeds for the Olympics.
The event was affected by the weather as the men’s downhill had been in 1984, and was delayed five days because of snow and fog. Off fifth, Figini posted a time of 1:13.36, and watched as the other top skiers came down. Walliser was 10th down the mountain but narrowly missed out, falling 0.05 seconds behind Figini. They would win the gold and silver medals, with Czechoslovakia’s Olga Charvátová placing third, the first Alpine skiing medal won by an Eastern European since the slalom bronze medal won by Soviet Yevgeniya Sidorova in 1956.
"
1219,"Downhill, Women",1960 Winter Olympics,36,Alpine Skiing,/editions/36/sports/ALP,20 February 1960 — 10:00,"KT-22, Squaw Valley, California",42 from 14 countries,na,UNK,"After snow postponed the men’s downhill, the women’s downhill was the first Alpine event of the 1960 Winter Olympics. The favorite should have been Canada’s Lucille Wheeler, bronze medalist in 1956, who had won the downhill and giant slalom at the 1958 World Championships, but she was injured and could not compete in Squaw. The first skier to come down Little Papoose Peak was American Penny Pitou, who had competed at the 1956 Winter Olympics. As six further skiers finished, Pitou’s time of 1:38.6 was obviously an impressive one, and held the lead until Germany’s Heidi Biebl finished in 1:37.6. Biebl’s time was never challenged, earning her the gold medal. Pitou would later win another silver in the giant slalom. Returning to her native New Hampshire she later became director of the largest travel agency in the state.
"
29531,"Lightweight (≤67½ kilograms), Men",1972 Summer Olympics,18,Weightlifting,/editions/18/sports/WLF,30 August 1972 — 13:00-19:00,"Gewichtheberhalle, Messegelände (Halle 7), München",22 from 18 countries,"Total of best lifts in military press, snatch, and clean & jerk determined placement.  Ties broken by lightest bodyweight.",na,"Poland’s Waldemar Baszanowski was the gold medalist in 1964 and 1968 and was considered the greatest pound-for-pound lifter of the 60s. He was back but had lost the last two World Championships to his teammate Zbigniew Kaczmarek, although Baszanowski still held the world record with 450.0 kg. The lead after the press was taken by Bulgarian Mladen Kuchev, who was unknown internationally, but set a world record with his lift of 157.5 kg. Soviet Mukharby Kirzhinov, bronze medalist at the 1971 Worlds, then snatched 135.0 kg and he and Kuchev were tied going into the final lifts. When Kirzhinov cleaned & jerked a world record of 177.5, he had the gold medal with a world record total of 460.0 kg, followed by Kuchev, who matched Baszanowski’s prior world record. Kaczmarek won bronze, with Baszanowski placing fourth. Austrian Walter Legel originally placed 15th, but was disqualified for a doping positive, having been found with traces of amphetamines in his system.
"
100,"Doubles, Open",1980 Winter Olympics,41,Luge,/editions/41/sports/LUG,19 February 1980,"Mt. Van Hoevenberg Recreation Area, Lake Placid (Bob Run)",38 from 12 countries,"Two runs, total time determined placement.",Curves: 11Length: 749 mStart Altitude: 695 mVertical Drop: 59 m,"The defending champions from East Germany, Hans Rinn and Norbert Hahn, had become World Champions in 1977, and won the European title in 1978 and 1980. But as in the women’s competition, the Soviets had joined the top nations when, Dainis Bremze and Aigars Krikis (both Latvians) had won the World Championships in 1978. The West Germans put their hopes on the defending World Champions, Hans Brandner and Balthasar Schwarm, who had won silver in Innsbruck four years earlier. But these latter two duos would not impress at Lake Placid. Bremze suffered from a hand injury and they placed only 11th, while Brandner/Schwarm disappointed in 6th. Instead, Rinn and Hahn won the first run, and placed second in the final run to become the first sliders to retain their Olympic title. Behind them, Gschnitzer/Brunner won silver for Italy, and Fluckinger/Schrott took Austria’s only luge medal in 1980.
"
9926,"Three Person Keelboat (Soling), Open",1972 Summer Olympics,18,Sailing,/editions/18/sports/SAL,29 August –  8 September 1972,"Außenförde, Kiel-Schilksee (Kurs A)",80 from 26 countries,Points awarded for placement in each race.  Best six of seven scores to count for final placement.,na,"The Soling class made its Olympic début at the 1972 Olympics and would remain on the Olympic Program through 2000. At München, both the Soling and Dragon were raced as three-person keelboat designs, but after 1972, the Soling would be the three-person keelboat event until it was replaced by the Yngling in 2004. The Soling was designed by Norwegian yacht designer Jan Linge who was working on modifications to the 5.5-metre class in the early 1960s. Linge’s designs turned into the Tempest class, although that design is credited to Ian Proctor, but eventually Linge modified the design into what became the Soling. Linge also designed the Yngling in 1967.
This event was delayed several days by light winds on 5 September, the Olympic suspension on 6 September due to the Israeli Massacre back in München, and heavy fog on 7 September. Racing on the Alpha course, the Soling was only completed on 8 September, but only six races could be held. The gold was easily won by American skipper Buddy Melges, Jr. who had three race wins, a second, a third, and a fourth to win the class. Melges had won a bronze medal in Flying Dutchman at the 1964 Olympics. In 1992 he co-skippered the America 3 to victory in the America’s Cup, making him the first sailor to win both an Olympic gold medal and the America’s Cup.
Canada won the bronze medal, with Paul Côté a crew member. In 1971 he formed a group of five that called themselves the “Don’t Make a Wave Committee,” whose purpose was to sail to Amchitka Island in Alaska and disrupt a US nuclear test. A boat did get near the nuclear zone, but Côté was not on it. The group became famous, however, when it later expanded and changed their name to Greenpeace.
Denmark’s Paul Elvstrøm started in the Soling, attempting to win his fifth Olympic gold medal after winning the one-person dinghy four times consecutively from 1948-60. He was disqualified in the fifth race after a bumping incident with the French boat, was quite unhappy with the decision, and refused to start the final race. The helmsman of the 10th-placed Norwegian boat was HRH Crown Prince Harald. Finland’s entry finished 12th, skippered by Peter Tallberg, later an IOC Member and President of the International Yacht Racing Union.
"
354218,"Beach Volleyball, Women",2016 Summer Olympics,59,Beach Volleyball,/editions/59/sports/VBV,6 – 17 August 2016,"Arena Copacabana, Copacabana, Rio de Janeiro",48 from 17 countries,Top 16 teams from round-robin pools advanced to the single-elimination tournament.,na,"Despite being number three in the FIVB World Tour Rankings, the American pair of Kerri Walsh Jennings and April Ross were favourites for gold in Rio, largely due to Walsh Jennings’s record of never having lost a match at the Olympics. She had won 21 straight games and dropped just one set in three Olympics that saw her as champion (with Misty May) in 2004, 2008 and 2012. Her new partner, Ross, was a silver medallist in London four years earlier. Strangely, the new pairing reached only the last 16 at the 2015 World Championship, losing to the Chinese pair of Wang Fan and Yue Yuan, in a tournament that saw the Brazilian women dominate all three medal places with Bárbara Seixas and Ágatha Bednarczuk taking gold. They were considered serious contenders for the gold medal on home sand in Rio, as were the other local favourites Larissa França and Talita Antunes. The two Brazilian teams were seeded one and two in Rio, with Walsh Jennings and Ross number three, and with the German world number ones Laura Ludwig and Kira Walkenhorst ranked four.
As expected, Walsh Jennings and Ross qualified for the final 16 but not until a tense final match against the Swiss girls Isabelle Forrer and Anouk Vergé-Dépré. The Americans won 21-13, 22-24, 15-12 and it was the first set they had dropped in the 2016 competition and only the second that Walsh Jennings had dropped in her Olympic career. Larissa and Talita qualified without dropping a set as did Elsa Baquerizo and Liliana Fernández of Spain. A vastly experienced duo, the Spaniards were one of six teams (men and women) to have competed at both London 2012 and Rio 2016, but they had the distinction of being the partnership who had played together the most and their opening game in Rio was their 420th match together. Perhaps the biggest names to fail to make it through the qualifying matches were those of the Americans Lauren Fendrick and Brooke Sweat who finished bottom of their group.
The clash of the last 16 was between Larissa and Talita and the German seventh seeds, Karla Borger and Britta Büthe and it was the home favourites who came through 21-17, 21-19. The Spaniards Elsa and Liliana put up a great fight in losing to the FIVB 23rd ranked pair Yekaterina Birlova and Yevgeniya Ukolova of Russia, 21-23, 22-24, while the reigning world champions Bárbara and Ágatha won 21-12, 21-16 against the Chinese pair Wang and Yue. Kerry Walsh Jennings remained on course for her fourth consecutive gold medal with a straight sets win over the Italians Marta Menegatti and Laura Giombini, who came into the Italian team just three days before it started, after Viktoria Orsi Toth was banned after testing positive for a banned substance.
The Brazilian duos of Larissa and Talita and Bárbara and Ágatha reached the semi-finals, but Larissa and and Talita only did so after winning the match of the tournament  against the Swiss pair Joana Heidrich and Nadine Zumkehr 21-23, 27-25, 15-13. The four Brazilians were joined in the semis by Ludwig and Walkenhorst of Germany and Ross and Walsh Jennings, who celebrated her quarter-final victory on her 38th birthday.
The semi-finalists were made up of the top four seeds and it was a mixed day for the partisan Brazilian crowd. Firstly they had to witness top seeds Larissa and Talita lose in straight sets to the Germans 21-18, 21-12, but then they witnessed a piece of Olympic beach volleyball history as American Kerri Walsh Jennings lost her first ever match at the Olympics as second seeds Bárbara and Ágatha won 22-20, 21-18 against Walsh Jennings and April Ross. Prior to this match Walsh Jennings had only lost two sets in her 26-match Olympic career, now that figure had doubled.
In the bronze medal match, which many expected to be the gold medal match before the start of the tournament, Walsh Jennings and Ross looked down and out midway through the second set against Larissa and Talita after losing the first 21-17 and were trailing by three points in the second, but  the American girls picked themselves up and set up a deciding set with a 21-17 win. Walsh Jennings made some crucial blocks in the third as the Americans ran out 15-9 winners.
In the final, Bárbara and Ágatha were the first Brazilian pair to appear in a women’s final since 2004 and were hoping to become only the second Brazilian winners of the gold medal after Sandra Pires and Jackie Silva in 1976. For Germany it was their first appearance in the final and they were guaranteed their first ever women’s medal. Whilst the Brazilians had the fervent support of the packed Copacabana Beach Arena behind them, they were no match for the German’s Ludwig and Walkenhorst. A neck-and-neck first set played in a strong wind, saw the lead change hands five times and was eventually won by the Germans 21-18, but in the second set the European girls led from the start and ran out comfortable 21-14 winners to capture their first ever medal, and the first ever women’s beach volleyball medal by a European country as they emulated their male counterparts Julius Brink and Jonas Reckermann who won gold in 2012.
"
6915,"100 metres Butterfly, Women",1980 Summer Olympics,20,Swimming,/editions/20/sports/SWM,23 – 24 July 1980,"Plavatelny basseyn, Sportivny kompleks Olimpiysky, Moskva",24 from 17 countries,na,na,"Mary T was not in Moscow, which made this event less than the best, despite the presence of the GDR women. Mary T. Meagher had set the world record of 59.26 in Austin, Texas in April 1980. In 1981 at the US Nationals she set a world record 57.93 that lasted for 18 years. In her absence the East German swept the medals, led by Caren Metschuck, who won in 1:00.42. She would win four medals in Moscow, adding golds in both relays, and a silver in the 100 freestyle.
Bronze medalist Christiane Knacke never swam much after 1980, her body ravaged by the effects of the drugs she had been given by the East German sporting system. In 1998 she joined other swimmers in suing former East German coaches and doctors, accusing them of ruining their health. One doctor, Rolf Gläser publically apologized to her and Knacke became the first Olympic athlete to offer to return her Olympic medal.
"
19006027,"Middleweight (69-75 kilograms), Women",2020 Summer Olympics,61,Boxing,/editions/61/sports/BOX,25 July –  8 August 2021,"Ryōgoku Kokugikan, Sumida, Tokyo, Japan",16 from 16 countries,Single elimination tournament.,na,"Part of the story of the middleweight boxing division was about the fighters who were not in Tokyo. Double Olympic champion Claressa Shields had graduated to the professional ranks and already established herself as the supreme force in that version of the sport. This prompted Christina Hammer, the German whose 10-year reign as professional world champion Shields had ended, to make the opposite journey and attempt a late career switch to “amateur” boxing. Sadly, the cancellation of the final global qualifier ended Hammer’s dreams before they could begin to take shape.
Since 2016 two women had emerged as the best middleweights in the world. Nouchka Fontijn of the Netherlands had twice been European champion, a regular medallist at World Championship level and silver medallist behind Shields in Rio, while Lauren Price of Great Britain had pushed the Dutchwoman in a number of championships before 2019. In 2019 Price beat Fontijn in the final of the European Games before the two staged a memorable battle later in the year at the World Championship. Fontijn was originally awarded the fight but after an appeal, the bout review jury controversially decided to re-score it in favour of Price. In Tokyo, the two were seeded to meet in the semi-finals.
To no one’s surprise Price-Fontijn turned out to be another closely fought bout. Fontijn started well and, after Price was deducted a point for holding in round two, it appeared that the Dutch boxer was going to extract her revenge for the world final. Price rallied to take the second round and the deciding third to win by the slim margin of 3-2 from the judges.
In the final, Price would meet her predecessor at World Champion, the tall Chinese fighter Li Qian. Li had won world title in 2018 but then had not been selected for the 2019 Worlds. From the start Price used her speed and agility to great effect, jabbing away and then moving out of distance of any counter punching. She took the first two rounds then landed some punches as the fight came towards its end.
Price had begun as a footballer, playing for Wales in international football whilst maintaining a side career as a World Champion kickboxer. She had also been a part of the British developmental taekwondo squad before concentrating on boxing.
"
321015,"Skeet, Men",2012 Summer Olympics,54,Shooting,/editions/54/sports/SHO,30 – 31 July 2012,"Royal Artillery Barracks, Woolwich, London",36 from 26 countries,na,na,"The defending champion was American Vincent Hancock but the favorite coming was world #1 Tore Brovold. However, Norwegian Brovold had a difficult time, placing only 27th of 36 shooters in the qualifying, hitting only 113 of 125 targets. Shooting in a drizzling rain, Hancock led the qualifiers with a 123, and in the final, defended his gold medal by hitting all 25 targets for 148, an Olympic record. It was the first back-to-back victory in Olympic men’s skeet. Denmark’s Anders Golding was second in qualifying with 122, and he also had the second highest score in the final with 24, for a total of 146 and the silver medal. As with all the shotgun events in London, the bronze medal came down to a shoot-off, with Russian Valery Shomin tying with Qatari Nasser Al-Attiya, both scoring 121 in qualifying and 23 in the final. The shoot-off went six targets, with Shomin missing on that one as Al-Attiya won the bronze.
"
31863,"Basketball, Men",1948 Summer Olympics,12,Basketball,/editions/12/sports/BKB,30 July – 13 August 1948,"Harringay Arena, Harringay, London",287 from 23 countries,Round-robin pools followed by single-elimination classification tournaments for places.,na,"There were still no World Championships, and with World War II intervening, there had been very little international competition since the 1936 Olympics.  Czechoslovakia had won the 1946 European Championships.  South American Championships had continued during the war, with Argentina, Brazil, and Uruguay splitting several titles.  The 1947 European Champion had been the Soviet Union, but they did not participate in the 1948 Olympics, so by default, the Americans were still considered the heavy favorites.
The bulk of the United States came from the University of Kentucky, which won the NCAA Championship in 1948, and would repeat in 1949.  Players from several club teams that had competed in a US Trials were also chosen to make up the final US Olympic basketball team.  Among these was Don Barksdale, the first black man to compete in Olympic basketball.  Barksdale had previously been an AAU champion in the triple jump in 1944, and played club ball for the Oakland Bittners.
In the preliminary rounds, the US had its first close game in Olympic competition, narrowly defeating Argentina 59-57.  But once thru to the classification matches, they were unmatched, winning the final over France, 65-21.
After the Olympics, several of the Kentucky Olympic basketball players, among them Alex Groza and Ralph Beard, formed a new team in the NBA, the Indianapolis Olympians, which played in the league from 1949-1953.
"
901257,"Changquan, Men",2008 Summer Olympics,53,Wushu,/editions/53/sports/WSU,22 August 2008 — 9:30,"Ao Ti Zhongxin Tiyuguan, Beijing Aolinpike Gongyuan, Beijing",10 from 10 countries,na,na,"Changquan, or “Long Fist”, is one of the wushu events in the taolu discipline, derived from traditional wushu styles like Chaquan, Huaquan, Hongquan and Shaolinquan.
The 2005 and 2007 World Champion in Changquan, Yuan Xiaochao, was favored to win the event, and did not disappoint. He later became an actor - going by the name of Jayden Yuan - and playing in wushu-related movies )Tai Chi Hero) and )Tai Chi Zero).
"
158723,"Eights, Men",1976 Summer Olympics,19,Rowing,/editions/19/sports/ROW,18 – 25 July 1976,"Bassin olympique, Île Notre Dame, Montréal, Québec",100 from 11 countries,na,na,"After many decades of American dominance, by 1976 the Olympic coxed eights was now anyone’s for the taking, although the United States could not yet be ignored entirely, as they had won the 1974 World Championships. New Zealand, meanwhile, were the reigning Olympic champions, and five of them returned to Montreal to defend their crown. It was East Germany, however, who had won the event at the final edition of the European Championships (the tournament had been discontinued after 1973), as well as at the 1975 World Championships, and had a strong enough history in the discipline to be considered the favorites.
In the opening round, Australia outperformed both New Zealand and the United States to win in its heat in an Olympic record time, but that mark was soon shattered by the East Germans in their own heat. New Zealand had the fastest time in the repêchage and advanced, but the United States failed to qualify and was eliminated from medal contention. East Germany had an easy win in the final, securing the gold with nearly a three second margin, but it was Great Britain who really impressed the spectators in the final. Having won their heat in the repêchage, the 1974 World runners-up put forth a strong performance and picked up silver in Montreal, their best Olympic performance in the event since 1948. New Zealand rounded out the podium, finishing comfortably ahead of West Germany to take bronze.
"
2350,"Large Hill, Individual, Men1",1924 Winter Olympics,29,Ski Jumping,/editions/29/sports/SJP, 4 February 1924,"Le Tremplin Olympique, Le Mont",27 from 9 countries,"Two jumps, with both scored on distance and form.",R. Touchon,"The Norwegian team for the ski jumping event consisted of two jumping specialists, Narve Bonna and Jacob Tullin Thams, and the two great allrounders, Einar Landvik (considered as Norway’s best style jumper) and the triple gold medallist Thorleif Haug. Haug was not considered to be among the four best of Norway’s ski jumpers, but his place on the team was given in honour of his great allround abilities as a skier.
The only serious contender against the Norwegian supremacy was considered to be the Norwegian-born US jumper Anders Haugen, known for his long and daring jumps but also for his rugged style and unstable landings.
In the first round Thams with start number 3 took the lead with a jump of 49 m, ahead of Bonna (47,5) and Haugen (49), Haug lying 4th with 44 m with superb style marks. In the second round Thams produced another 49 m jump with better style points than in his first. Haugen made the longest jump in the competition, 50 m, but was again penalized with low style points for his landing. Haug made 44,5 with even better style marks than in first round. Bonna was the last of the favorites to jump, and he equaled Thams 49 m but was not able to beat his countryman Thams in the total points. Another clean medal sweep for the Norwegians, gold to Thams, silver to Bonna and bronze to Haug, Haugen given 4th place and the 4th Norwegian Landvik in 5th.
After the conclusion of the event, some jumpers made an exhibition for the enthusiastic audience, jumping with top speed. Thoralf Strømstad, silver medallist in both in the 50 km and in Nordic Combined, made 57,5 m, the longest jump so far in the history of ski jumping. His mark was equaled later in the exhibition by Thams and Bonna.
Almost 40 years later, the aforementioned Strømstad contacted Norwegian ski historian Jacob Vaage, claiming that the points from the ski jumping event for Thorleif Haug had been miscalculated, and that his final points should be behind Haugen’s. Vaage checked the case and had to agree with the 77-year-old Strømstad. In 1974 IOC decided to award the bronze medal to Haugen, at that time an elderly gentleman of 86. He was invited to Norway, and at a nice ceremony Haug’s bronze medal from 1924 was handed over to Haugen by Haug’s youngest daughter. Thorleif Haug himself died already in December 1934 from pneumonia at the age of 40. But Haugen was pleased to meet some of his Norwegian competitors from 1924: Narve Bonna, Einar Landvik and not to mention Thoralf Strømstad, the man responsible for justice being made after 40 years.
"
59341,"400 metres Hurdles, Men",1956 Summer Olympics,14,Athletics,/editions/14/sports/ATH,23 – 24 November 1956,"Melbourne Cricket Ground, Melbourne, Victoria",28 from 18 countries,na,na,"Coming in to 1956, the top American was Josh Culbreath, AAU Champion in 1953-55 and Pan-American Champion in 1955. The world record holder at the beginning of the year was Soviet Yury Lituyev with 50.4 set in 1953. Lituyev had been second at the European Championships in 1950 and 1954 and was the top European in 1956. But two young Americans took up the intermediate hurdles in 1956. Glenn Davis was a top 200/400 runner at Ohio State and won the US Olympic Trials in a world record 49.5, narrowly defeating Eddie Southern, still only a junior, who ran 49.7. In Melbourne again established his superiority, winning the final by 7/10ths over Southern, with Culbreath completing a US medal sweep, Lituyev trailing in fourth. South Africa’s Gert Potgieter had been in the medal hunt until he fell on the last barrier, finishing last.
"
54024,"Springboard, Men",1912 Summer Olympics,6,Diving,/editions/6/sports/DIV,8 –  9 July 1912,"Simstadion, Djurgårdsbrunnsviken, Stockholm",18 from 7 countries,Two springboards of heights of 1 and 3 metres.,na,"This competition consisted of two compulsory dives from 1 metre and two compulsory dives from 3 metres, followed by three optionals from 3 metres, which could be selected from a table of 18 allowable dives.  Germany swept the first four places.  After the compulsory dives, Zürner and Günther led, with Jansson close behind them.  Günther dove brilliantly during the optional dives and was placed first by four of the five judges.  The competition for the bronze medal was very close, with total ordinal scores of 22-23-24 given to Jansson, Zürner, and Hans Luber.  The fourth-place finisher, Albert Zürner, was the defending Olympic champion from this event in London.
"
905471,"Aerials, Men",1992 Winter Olympics,44,Freestyle Skiing,/editions/44/sports/FRS,15 – 16 February 1992,Tignes,16 from 11 countries,na,na,"Freestyle aeriels was a demonstration event at the 1988 and 1992 Winter Olympics and would become a full-medal event at Lillehammer in 1994. The two top men in aeriels over the last few years had been Canadians Philippe Laroche and Lloyd Langlois, but Langlois did not compete in Albertville. Laroche won this event, followed by another Canadian, Nicolas Fontaine. Laroche would be World Champion in 1991 and 1993 and Fontaine in 1997. Laroche and Langlois would finish 2-3 at Lillehammer when aeriels became an Olympic sport, trailing Switzerland’s Sonny Schönbächler, who finished 15th of the 16 competitors in Albertville.
"
331027,"Lightweight (≤58 kilograms), Women",2012 Summer Olympics,54,Weightlifting,/editions/54/sports/WLF,"30 July 2012 — 12:30, 15:30","ExCeL, Newham, London (South Arena 3)",19 from 17 countries,Total of best lifts in snatch and clean & jerk determined placement.  Ties broken by lightest bodyweight.,na,"Anastasiya Novikova of Belarus, as the reigning World Champion, thrice runner-up (2007, 2009, 2010), four-time European Champion (2005, 2009-2011), and bronze medalist from the 2008 Summer Olympics in the women’s featherweight division was one of the few competitors who could pose a serious challenge to the Chinese dominance in the weightlifting tournament (even though some of her earlier accolades were in the featherweight category). China’s entry in the 2012 Olympic tournament was Li Xueying, 2009 World Champion and 2011 runner-up. There was also a possibility of a challenge from Pimsiri Sirikaew of Thailand, bronze medalist at the most recent World Championships, but Novikova and Li were strongly favored for the crown.
With a lift in the snatch of 108 kg Li bested the Olympic record set by her compatriot Chen Yanqing, winner of the last two gold medals in the event, and placed herself in an advantageous position for the clean and jerk portion. Yuliya Kalina of Ukraine, bronze medalist at the 2009 World Championships and 2009 European runner-up, came in close second with 106 kg while Boyanka Kostova of Azerbaijan, reigning European Champion and a world silver medalist in the featherweight in 2010, managed 105 kg. With lifts of 103 and 100 kg respectively, Novikova and Sirikaew fell to joint-fourth and joint-ninth.
Already ahead of the competition, Li began the clean and jerk with a greater weight than anyone else, successfully lifting 133 kg on her first attempt. This weight (or lower) eliminated most of her challengers, including Novikova and Kostova, the latter of whom failed at her first attempt with 124 kg and only managed 128 kg in the end. Kalina too only managed 129 kg, but this had been good enough for gold until she was dethroned by Li. Rattikan Gulnoi of Thailand then lifted 134 kg, four above her personal best, to enter the bronze medal spot. She was quickly kicked out by her teammate Sirikaew, however, who lifted 136 kg to enter the silver medal spot, a feat that Gulnoi could not reproduce. Already ahead, Li made her lead virtually unreachable by lifting 138 kg to set an Olympic record for total points and tying the clean and jerk one, again stealing these honors from Chen. Sirikaew attempted 140 kg in an attempt to break the clean and jerk Olympic record while Li attempted to break the world one with a 144 kg lift and, although both were unable to accomplish their feats, neither went home empty handed.
That was how the event and the results seemed to have ended. In 2015, however, the IOC began re-testing samples from the 2008 Beijing and 2012 London Olympics, using newer, more advanced testing techniques, in an effort to find those who had used performance enhancing drugs (PEDs), but in whom it could not be detected at the time of those Olympics. This was one of the many events affected. Every women’s weightlifting event at the 2012 London Olympics, except flyweight (≤ 48 kg), was affected by positive re-tests.
Original bronze medalist Yuliya Kalina (UKR) tested positive in July 2016 for turinabol (dehydrochloromethyltestosterone) and was disqualified, losing her bronze medal. It was re-assigned to original fourth-place finisher Rattikan Kulnoi of Thailand. The original fifth-place finisher, Boyanka Kostova of Azerbaijan, was disqualified in November 2016 after a re-test positive for both turinabol (dehydrochloromethyltestosterone) and stanozolol.
"
